MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20000502,CA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-02,2000-05-08,1
20000425,CA,100.00,0.00,0.00,0.00,0.00,0.00,2000-04-25,2000-05-01,1
20000418,CA,95.93,4.07,0.00,0.00,0.00,0.00,2000-04-18,2000-04-24,1
20000411,CA,97.02,2.98,0.00,0.00,0.00,0.00,2000-04-11,2000-04-17,1
20000404,CA,97.02,2.98,0.00,0.00,0.00,0.00,2000-04-04,2000-04-10,1
20000328,CA,97.28,2.72,0.00,0.00,0.00,0.00,2000-03-28,2000-04-03,1
20000321,CA,97.45,2.55,0.00,0.00,0.00,0.00,2000-03-21,2000-03-27,1
20000314,CA,97.45,2.55,0.00,0.00,0.00,0.00,2000-03-14,2000-03-20,1
20000307,CA,90.56,9.44,0.03,0.00,0.00,0.00,2000-03-07,2000-03-13,1
20000229,CA,83.71,16.29,0.05,0.00,0.00,0.00,2000-02-29,2000-03-06,1
20000222,CA,81.29,18.71,0.00,0.00,0.00,0.00,2000-02-22,2000-02-28,1
20000215,CA,56.39,43.61,0.00,0.00,0.00,0.00,2000-02-15,2000-02-21,1
20000208,CA,55.80,44.20,0.00,0.00,0.00,0.00,2000-02-08,2000-02-14,1
20000201,CA,49.12,50.88,0.00,0.00,0.00,0.00,2000-02-01,2000-02-07,1
20000125,CA,44.03,55.97,0.00,0.00,0.00,0.00,2000-01-25,2000-01-31,1
20000118,CA,27.96,72.04,0.00,0.00,0.00,0.00,2000-01-18,2000-01-24,1
20000111,CA,18.25,81.75,0.00,0.00,0.00,0.00,2000-01-11,2000-01-17,1
20000104,CA,51.83,48.17,0.00,0.00,0.00,0.00,2000-01-04,2000-01-10,1
