None,D0,D1,D2,D3,D4,StartDate,EndDate
0,100,97.33,90.63,69.09,44.84,2015/12/22,2015/12/28
0.14,99.86,97.33,90.63,69.09,44.84,2015/12/15,2015/12/21
0.14,99.86,97.33,92.26,69.09,44.84,2015/12/8,2015/12/14
0.14,99.86,97.33,92.26,70.55,44.84,2015/12/1,2015/12/7
0.14,99.86,97.33,92.26,70.55,44.84,2015/11/24,2015/11/30
0.14,99.86,97.33,92.26,70.55,44.84,2015/11/17,2015/11/23
0.14,99.86,97.33,92.27,70.55,44.84,2015/11/10,2015/11/16
0.14,99.86,97.33,92.27,70.55,44.84,2015/11/3,2015/11/9
0.14,99.86,97.33,92.27,71.08,46,2015/10/27,2015/11/2
0.14,99.86,97.33,92.27,71.08,46,2015/10/20,2015/10/26
0.14,99.86,97.33,92.36,71.08,46,2015/10/13,2015/10/19
0.14,99.86,97.33,92.36,71.08,46,2015/10/6,2015/10/12
0.14,99.86,97.33,92.36,71.08,46,2015/9/29,2015/10/5
0.14,99.86,97.33,92.36,71.08,46,2015/9/22,2015/9/28
0.14,99.86,97.33,92.36,71.08,46,2015/9/15,2015/9/21
0.14,99.86,97.35,92.36,71.08,46,2015/9/8,2015/9/14
0.14,99.86,97.35,92.36,71.08,46,2015/9/1,2015/9/7
0.14,99.86,97.35,92.36,71.08,46,2015/8/25,2015/8/31
0.14,99.86,97.35,92.36,71.08,46,2015/8/18,2015/8/24
0.14,99.86,97.35,92.36,71.08,46,2015/8/11,2015/8/17
0.14,99.86,97.35,94.59,71.08,46,2015/8/4,2015/8/10
0.14,99.86,97.35,94.59,71.08,46,2015/7/28,2015/8/3
0.14,99.86,97.35,94.59,71.08,46,2015/7/21,2015/7/27
0.14,99.86,98.71,94.59,71.08,46,2015/7/14,2015/7/20
0.14,99.86,98.71,94.59,71.08,46.73,2015/7/7,2015/7/13
0.14,99.86,98.71,94.59,71.08,46.73,2015/6/30,2015/7/6
